Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,source,TotalSF,TotalBath,HasPool,IsRemodeled,HouseAge,RemodAge
646,20,RL,4.30406509320417,9.262078567380597,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.645446897643238,LwQ,3.58351893845611,6.499787040655854,6.889591308354466,GasA,TA,Y,SBrkr,6.889591308354466,0.0,0.0,6.889591308354466,1.0,0.0,1,1,3,0.6931471805599453,TA,1.791759469228055,Typ,0,None,Detchd,7.590852123688581,Unf,2.0,576.0,TA,TA,Y,0.0,5.746203190540153,3.713572066704308,0.0,0.0,0.0,None,None,None,0.0,3,2007,WD,Normal,train,13.779182616708932,2.5,0,0,36,36
647,20,RL,4.110873864173311,8.881975184248867,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,6.955592608396297,0.0,0.0,6.955592608396297,0.0,0.0,1,0,3,0.6931471805599453,TA,2.0794415416798357,Min1,0,None,Detchd,7.576097340623111,Unf,2.0,420.0,TA,TA,Y,0.0,3.332204510175204,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,train,6.955592608396297,1.0,0,0,58,58
648,20,RL,4.454347296253507,9.254644297532707,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,5.37989735354046,TA,TA,CBlock,TA,TA,Mn,Rec,6.2166061010848646,Unf,0.0,6.38856140554563,6.9985096422506015,GasA,Ex,Y,SBrkr,6.9985096422506015,0.0,0.0,6.9985096422506015,0.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,2,Gd,Attchd,7.577633832602728,RFn,2.0,495.0,TA,TA,Y,0.0,0.0,0.0,0.0,5.662960480135946,0.0,None,None,None,0.0,6,2008,WD,Normal,train,13.997019284501203,1.0,0,0,55,55
649,60,RL,4.2626798770413155,8.94910546953925,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.863631175598097,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.6293632534374485,6.6293632534374485,GasA,TA,Y,SBrkr,6.9584483932976555,6.670766320845874,0.0,7.517520850603031,0.0,0.0,1,1,4,0.6931471805599453,TA,2.0794415416798357,Typ,1,TA,Attchd,7.584264818389059,Unf,2.0,442.0,TA,TA,Y,0.0,4.8283137373023015,5.37989735354046,0.0,0.0,0.0,None,None,None,0.0,6,2010,WD,Normal,train,20.25857796758098,1.5,0,0,44,44
650,180,RM,3.091042453358316,7.5688956634069955,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,4.882801922586371,GLQ,6.214608098422191,0.0,6.447305862541213,GasA,Gd,Y,SBrkr,6.447305862541213,0.0,0.0,6.447305862541213,1.0,0.0,1,0,1,0.6931471805599453,TA,1.3862943611198906,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,12,2007,WD,Normal,train,12.894611725082425,2.0,0,0,37,37
651,60,FV,4.189654742026425,9.002824076547672,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.70196036600254,6.70196036600254,GasA,Ex,Y,SBrkr,6.71295620067707,6.738152494595957,0.0,7.418180822726788,0.0,0.0,2,1,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0,None,Attchd,7.60489448081162,RFn,2.0,562.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2008,WD,Normal,train,20.153069061275566,2.5,0,0,1,1
652,70,RL,4.110873864173311,9.114379980830272,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,6.628041376179533,6.628041376179533,GasA,TA,Y,SBrkr,6.628041376179533,6.628041376179533,0.0,7.32052696227274,1.0,0.0,1,0,4,0.6931471805599453,TA,2.0794415416798357,Typ,1,Gd,Detchd,7.57095858316901,Unf,1.0,296.0,Fa,Po,P,4.795790545596741,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,10,2009,WD,Normal,train,19.884124128538602,2.0,0,1,69,59
653,60,RL,4.2626798770413155,9.076923258535832,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.78105762593618,6.78105762593618,GasA,Ex,Y,SBrkr,6.813444599510896,6.694562058521095,0.0,7.448333860897476,0.0,0.0,2,1,2,0.6931471805599453,Gd,2.0794415416798357,Typ,1,TA,Attchd,7.599401333415815,RFn,2.0,512.0,TA,TA,Y,0.0,4.795790545596741,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,train,20.289064283968173,2.5,0,0,13,13
654,50,RM,4.110873864173311,9.241935933565934,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.6293632534374485,6.6293632534374485,GasA,Ex,Y,SBrkr,6.6293632534374485,6.570882962339584,0.0,7.293017679772782,0.0,0.0,1,0,3,0.6931471805599453,TA,2.0794415416798357,Typ,0,None,Detchd,7.553286605600419,Unf,1.0,216.0,TA,TA,Y,4.060443010546419,0.0,5.480638923341991,0.0,0.0,0.0,None,MnPrv,None,0.0,6,2008,WD,Normal,train,19.829609469214482,1.0,0,1,102,13
655,20,RL,4.5217885770490405,9.25320827220336,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,6.493753839851686,Gd,Gd,PConc,Gd,TA,Gd,GLQ,7.436617265234227,Unf,0.0,6.025865973825314,7.6544432264701125,GasA,Ex,Y,SBrkr,7.656337166430183,0.0,0.0,7.656337166430183,1.0,0.0,2,1,2,0.6931471805599453,Gd,2.0794415416798357,Typ,1,TA,Attchd,7.59890045687141,Fin,3.0,839.0,TA,TA,Y,5.4680601411351315,3.8501476017100584,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2008,WD,Normal,train,15.310780392900295,3.5,0,0,13,13
656,160,RM,3.091042453358316,7.427144133408616,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,5.945420608606575,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.26530121273771,6.26530121273771,GasA,TA,Y,SBrkr,6.26530121273771,6.342121418721152,0.0,6.996681488176539,0.0,0.0,1,1,3,0.6931471805599453,TA,1.9459101490553132,Typ,0,None,Detchd,7.586803535162581,Unf,1.0,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2010,WD,Family,train,18.87272384419657,1.5,0,0,39,39
657,20,RL,4.290459441148391,9.211140052146748,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.007333185232471,Gd,TA,CBlock,TA,TA,No,ALQ,6.693323668269949,Unf,0.0,5.5134287461649825,6.960347729101308,GasA,Ex,Y,SBrkr,6.960347729101308,0.0,0.0,6.960347729101308,1.0,0.0,1,1,3,0.6931471805599453,Gd,1.791759469228055,Typ,0,None,Attchd,7.580699752224563,RFn,1.0,312.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,8,2008,WD,Normal,train,13.920695458202616,2.5,0,1,49,2
658,70,RL,4.110873864173311,8.881975184248867,Pave,None,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,6.655440350367647,6.655440350367647,GasA,TA,Y,SBrkr,6.747586526829315,6.480044561926653,0.0,7.315218389752975,0.0,0.0,1,1,3,0.6931471805599453,TA,1.9459101490553132,Typ,1,Gd,Attchd,7.566311014772463,RFn,1.0,270.0,TA,TA,P,0.0,0.0,4.727387818712341,0.0,0.0,0.0,None,MnPrv,None,0.0,2,2008,WD,Normal,train,19.883071439123615,1.5,0,1,77,8
659,50,RL,4.3694478524670215,9.770184705221707,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.816735880594968,6.816735880594968,GasA,TA,Y,SBrkr,6.816735880594968,6.304448802421981,0.0,7.285506548522785,0.0,0.6931471805599453,1,0,3,0.6931471805599453,TA,1.9459101490553132,Typ,1,Gd,Attchd,7.575071699507561,Unf,1.0,330.0,TA,TA,Y,5.262690188904886,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,1,2010,WD,Abnorml,train,19.937920563611918,1.3465735902799727,0,1,62,60
660,20,RL,4.330733340286331,9.204121072162266,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,6.45833828334479,Unf,0.0,6.745236349484363,7.304515946460155,GasA,Ex,Y,SBrkr,7.304515946460155,0.0,0.0,7.304515946460155,1.0,0.0,1,0,3,0.6931471805599453,TA,2.0794415416798357,Typ,0,None,Detchd,7.585281078639126,Fin,2.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,3,2009,WD,Normal,train,14.60903189292031,2.0,0,1,45,10
661,60,RL,4.394449154672439,9.42424134192346,Pave,None,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,5.455321115357702,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,6.677083461247136,6.677083461247136,GasA,TA,Y,SBrkr,7.04141166379481,6.677083461247136,0.0,7.568379267836522,0.0,0.0,2,1,3,0.6931471805599453,TA,2.0794415416798357,Typ,1,TA,Attchd,7.589335823170617,RFn,2.0,550.0,TA,TA,Y,0.0,4.736198448394496,5.53338948872752,0.0,0.0,0.0,None,None,None,0.0,11,2007,WD,Normal,train,20.395578586289083,2.5,0,0,31,31
662,60,RL,3.970291913552122,10.749141204810842,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.270988431858299,Gd,TA,PConc,Gd,Gd,No,GLQ,7.216709486709457,Rec,5.198497031265826,4.48863636973214,7.396335293800808,GasA,Ex,Y,SBrkr,7.430707082545968,6.637258031284457,0.0,7.803435056952168,1.0,0.0,2,1,4,0.6931471805599453,Gd,2.1972245773362196,Typ,1,TA,Attchd,7.598399329323964,RFn,3.0,711.0,TA,TA,Y,6.249975242259483,4.343805421853684,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,train,21.464300407631235,3.5,0,1,15,4
663,20,RL,4.795790545596741,9.514953305087944,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.37989735354046,TA,TA,CBlock,Fa,Fa,No,Unf,0.0,Unf,0.0,7.239214973779806,7.239214973779806,GasA,Gd,Y,SBrkr,7.239214973779806,0.0,0.0,7.239214973779806,1.0,0.0,1,0,2,0.6931471805599453,TA,1.791759469228055,Maj2,2,TA,Attchd,7.585281078639126,RFn,2.0,576.0,TA,TA,Y,0.0,0.0,5.484796933490655,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,train,14.478429947559611,2.0,0,0,41,41
664,85,RL,4.51085950651685,9.211639527707803,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,6.825460036255307,Rec,5.198497031265826,3.6635616461296463,7.037905963447182,GasA,TA,Y,SBrkr,7.074963197966044,0.0,0.0,7.074963197966044,1.0,0.0,2,0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0,None,Detchd,7.5883236773352225,RFn,2.0,588.0,TA,TA,Y,0.0,0.0,5.198497031265826,0.0,0.0,0.0,None,MnPrv,None,0.0,4,2008,WD,Normal,train,14.112869161413226,3.0,0,0,36,36
665,20,RL,3.912023005428146,9.947360886980098,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,7.451241684987676,Unf,0.0,5.877735781779639,7.639161171659173,GasA,Ex,Y,SBrkr,7.6487397889562425,0.0,0.0,7.6487397889562425,1.0,0.0,1,1,1,0.6931471805599453,Ex,2.1972245773362196,Typ,1,Ex,Attchd,7.603897968521881,Fin,3.0,1134.0,TA,TA,Y,5.262690188904886,5.5909869805108565,0.0,0.0,0.0,0.0,None,None,None,0.0,1,2006,New,Partial,train,15.287900960615415,2.5,0,1,1,0
666,60,RL,4.672828834461906,9.323222529032856,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.713572066704308,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.249215057114389,7.249215057114389,GasA,Ex,Y,SBrkr,7.282761179605593,6.180016653652572,0.0,7.5688956634069955,0.0,0.0,2,1,3,0.6931471805599453,Gd,2.0794415416798357,Typ,1,TA,Attchd,7.601402334583733,RFn,2.0,504.0,TA,TA,Y,5.241747015059643,4.8283137373023015,0.0,0.0,0.0,0.0,None,None,None,0.0,11,2006,WD,Normal,train,20.711992890372557,2.5,0,0,6,6
667,60,RL,4.30406509320417,9.822873848541882,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,4.736198448394496,TA,Gd,CBlock,Gd,TA,No,LwQ,5.236441962829949,Rec,6.584791392385716,4.718498871295094,6.92951677076365,GasA,TA,Y,SBrkr,7.290292882446597,6.82001636467413,0.0,7.7752758464868625,0.0,0.0,2,1,3,0.6931471805599453,TA,2.0794415416798357,Sev,1,Po,CarPort,7.583756300707112,Unf,2.0,596.0,TA,TA,Y,0.0,5.583496308781699,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2007,WD,Abnorml,train,21.039826017884376,2.5,0,1,42,28
668,20,RL,4.189654742026425,9.002824076547672,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.556828061699537,TA,TA,PConc,Gd,TA,No,GLQ,7.037905963447182,Unf,0.0,5.602118820879701,7.25063551189868,GasA,Ex,Y,SBrkr,7.426549072397305,0.0,0.0,7.426549072397305,1.0,0.0,2,0,3,0.6931471805599453,Gd,2.0794415416798357,Typ,1,Fa,Attchd,7.598399329323964,RFn,2.0,575.0,TA,TA,Y,5.41610040220442,3.7612001156935624,0.0,0.0,0.0,0.0,None,None,None,0.0,10,2008,WD,Normal,train,14.677184584295984,3.0,0,1,14,10
669,20,RL,4.290459441148391,9.559305672844863,Pave,None,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.8966943316227125,Unf,0.0,5.303304908059076,7.080867896690782,GasA,Gd,Y,SBrkr,7.271008538280992,0.0,0.0,7.271008538280992,1.0,0.0,1,1,3,0.6931471805599453,TA,1.9459101490553132,Min2,1,TA,Detchd,7.600902459542082,Unf,2.0,576.0,TA,TA,Y,5.720311776607412,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,11,2006,WD,Normal,train,14.351876434971775,2.5,0,1,50,19
670,30,RL,4.394449154672439,9.358846580275406,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,6.55250788703459,6.55250788703459,GasA,Ex,Y,SBrkr,7.074116816197362,0.0,0.0,7.074116816197362,0.0,0.0,1,0,2,0.6931471805599453,Fa,1.791759469228055,Typ,1,Gd,Detchd,7.56164174558878,Unf,1.0,252.0,TA,Fa,Y,0.0,0.0,4.219507705176107,0.0,0.0,0.0,None,None,None,0.0,7,2006,WD,Normal,train,13.626624703231952,1.0,0,1,84,56
671,60,RL,4.174387269895637,9.063463176115423,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.267858159063328,Unf,0.0,6.302618975744905,6.6052979209482015,GasA,Ex,Y,SBrkr,6.6052979209482015,6.6052979209482015,0.0,7.29776828253138,1.0,0.0,2,1,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0,None,Attchd,7.603897968521881,Fin,2.0,540.0,TA,TA,Y,4.61512051684126,3.58351893845611,0.0,0.0,0.0,0.0,None,None,None,0.0,2,2009,WD,Normal,train,19.815893762844603,3.5,0,0,4,4
672,70,RH,4.007333185232471,8.799360083179907,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,6.313548046277095,Unf,0.0,4.804021044733257,6.511745329644728,GasA,TA,N,SBrkr,6.548219102762372,6.511745329644728,0.0,7.222566018822171,1.0,0.0,2,0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0,None,Detchd,7.565793282428515,Unf,1.0,300.0,TA,TA,Y,4.997212273764115,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,train,19.571709762051828,3.0,0,1,84,59
673,20,RL,4.394449154672439,9.328212292571072,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,6.643789733147672,Unf,0.0,6.091309882077698,7.097548850614793,GasA,TA,Y,SBrkr,7.097548850614793,0.0,0.0,7.097548850614793,1.0,0.0,1,1,3,0.6931471805599453,TA,1.9459101490553132,Typ,1,TA,Attchd,7.589841512182657,RFn,2.0,546.0,TA,TA,Y,5.293304824724492,3.7612001156935624,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,train,14.195097701229585,2.5,0,0,29,29
674,20,RL,4.709530201312334,9.577965147101168,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,4.672828834461906,TA,TA,PConc,TA,TA,No,GLQ,7.079184394609668,Unf,0.0,5.676753802268282,7.298445101508147,GasA,Ex,Y,SBrkr,7.517520850603031,0.0,0.0,7.517520850603031,1.0,0.0,2,0,3,0.6931471805599453,Gd,2.0794415416798357,Typ,2,TA,Attchd,7.579678823090456,Fin,2.0,416.0,TA,TA,Y,0.0,4.477336814478207,0.0,0.0,5.303304908059076,0.0,None,None,None,0.0,6,2007,WD,Normal,train,14.815965952111178,3.0,0,1,50,3
675,20,RL,4.394449154672439,9.127067452782361,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.794586580876499,Unf,0.0,5.501258210544727,7.036148493750536,GasA,TA,Y,SBrkr,7.036148493750536,0.0,0.0,7.036148493750536,1.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,1,Gd,Attchd,7.583756300707112,RFn,1.0,384.0,TA,TA,Y,6.056784013228625,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,train,14.072296987501073,2.0,0,0,43,43
676,160,RL,3.2188758248682006,7.736307096548285,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.7430031878094825,Unf,0.0,6.300785794663244,6.752270376141742,GasA,TA,Y,SBrkr,6.752270376141742,6.375024819828097,0.0,7.273786317844895,0.0,0.0,2,1,3,0.6931471805599453,TA,2.0794415416798357,Typ,1,TA,Attchd,7.590346945602565,Unf,2.0,440.0,TA,TA,Y,3.367295829986474,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2009,WD,Normal,train,19.87956557211158,2.5,0,0,31,31
677,70,RM,4.110873864173311,9.169622538697624,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,6.999422467507961,6.999422467507961,GasW,Fa,N,SBrkr,6.999422467507961,6.522092798170152,0.0,7.4815557019095165,1.0,0.0,2,0,4,1.0986122886681098,TA,2.1972245773362196,Min2,0,None,2Types,7.560601162768557,Unf,3.0,779.0,Fa,Fa,N,0.0,0.0,4.51085950651685,0.0,0.0,0.0,None,None,None,0.0,5,2006,WD,Normal,train,20.520937733186074,3.0,0,1,106,56
678,30,RL,3.970291913552122,9.107532151994501,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.645090969505644,6.645090969505644,GasA,Ex,Y,SBrkr,6.675823221634848,0.0,0.0,6.675823221634848,0.0,0.0,1,0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0,None,Detchd,7.562681246721884,Unf,1.0,240.0,Fa,Fa,N,5.75890177387728,0.0,4.795790545596741,0.0,0.0,0.0,None,None,None,0.0,5,2009,WD,Normal,train,13.320914191140492,1.0,0,1,85,3
679,20,RL,4.394449154672439,9.379661116592885,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,6.142037405587356,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,7.624130585661289,7.624130585661289,GasA,Ex,Y,SBrkr,7.624130585661289,0.0,0.0,7.624130585661289,0.0,0.0,2,1,3,0.6931471805599453,Gd,2.0794415416798357,Typ,1,Gd,Attchd,7.605392364814935,Fin,3.0,834.0,TA,TA,Y,5.777652323222656,4.418840607796598,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,New,Partial,train,15.248261171322579,2.5,0,0,1,1
680,20,RL,4.290459441148391,9.204925739274683,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.060443010546419,TA,TA,CBlock,TA,TA,No,Rec,6.71901315438526,Unf,0.0,5.087596335232384,6.8966943316227125,GasA,TA,Y,SBrkr,6.8966943316227125,0.0,0.0,6.8966943316227125,1.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0,None,Detchd,7.582738488914411,Unf,2.0,572.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,10,2007,WD,Normal,train,13.793388663245425,2.0,0,0,46,46
681,120,RL,3.9318256327243257,8.98882050177807,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,6.298949246855942,BLQ,4.787491742782046,5.568344503761097,6.828712071641684,GasA,TA,Y,SBrkr,6.828712071641684,0.0,0.0,6.828712071641684,0.0,0.0,2,0,2,0.6931471805599453,TA,1.791759469228055,Typ,1,TA,Attchd,7.591357046698551,RFn,1.0,264.0,TA,TA,Y,4.394449154672439,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2010,WD,Normal,train,13.657424143283368,2.0,0,0,30,30
